timestamp,occupancy,outdoor_temp_c,hvac_status,indoor_temp_c,humidity_percent,energy_kwh
2025-01-01 00:00:00,0.0,19.918507164674804,0.0,19.78971816018529,65.87034038013557,0.17777793195517233
2025-01-01 00:10:00,0.0,18.789935231273656,0.0,20.972471102849312,65.36596834060425,0.5024015257032285
2025-01-01 00:20:00,0.0,19.96031634519242,0.0,22.01561843206254,55.34605747786931,0.0
2025-01-01 00:30:00,0.0,19.910831872191917,0.0,19.70327991882332,67.88461475959674,0.4315956247416903
2025-01-01 00:40:00,0.0,20.11543374940858,0.0,20.250735997031157,56.40218149788261,0.5367160625730576
2025-01-01 00:50:00,0.0,22.314655795420155,0.0,21.775784475227955,56.326755990989355,0.4647883829699543
2025-01-01 01:00:00,1.0,25.293507403267146,1.0,21.368591823441907,53.860149770402934,3.209136640752032
2025-01-01 01:10:00,0.0,21.17953377408412,0.0,22.949322763741435,64.57433277844183,0.263649747269361
2025-01-01 01:20:00,0.0,22.666764361197973,0.0,22.017415173386507,70.1857881815223,0.6937774459204717
2025-01-01 01:30:00,0.0,20.618248443279434,0.0,22.197407539501867,70.96250402541818,0.7331104712997543
2025-01-01 01:40:00,0.0,20.953310223436826,0.0,23.10887693826469,70.68244426851551,0.4770539490430557
2025-01-01 01:50:00,0.0,22.512233523172057,0.0,26.08195002463853,55.817231312987474,0.3285577807319414
2025-01-01 02:00:00,0.0,23.164604329282398,0.0,20.379627631660355,75.67818901369296,0.025071004856466017
2025-01-01 02:10:00,0.0,25.733825595928817,1.0,20.141427438082083,51.744742614773784,3.6349742333627892
2025-01-01 02:20:00,1.0,23.462182439844852,1.0,16.62568480908226,53.8013859466936,3.9045725717818396
2025-01-01 02:30:00,0.0,27.2640692636007,0.0,22.738382830528483,65.82545502283095,0.6674107198018367
2025-01-01 02:40:00,0.0,24.609989425240975,0.0,23.754602056349867,62.19037204213116,0.18724530445003917
2025-01-01 02:50:00,0.0,23.91898622794356,0.0,23.059772288191667,70.02308043184733,0.1297535463312678
2025-01-01 03:00:00,0.0,23.31139880416035,0.0,23.881295588721716,73.65117199181907,0.2847844395961058
2025-01-01 03:10:00,0.0,23.210371970420855,0.0,20.8232145569954,66.95464103225794,0.31042306898566924
2025-01-01 03:20:00,0.0,23.656821248407816,0.0,21.670447811845666,68.8466896129412,0.2905901711076392
2025-01-01 03:30:00,0.0,28.803702670520273,1.0,17.822989388920604,58.53456770962376,3.1774311636282504
2025-01-01 03:40:00,1.0,28.549030123425126,1.0,21.130428577012072,49.15959417716748,3.000903608112815
2025-01-01 03:50:00,1.0,28.960412471080176,1.0,21.79103670140332,68.69732366306636,3.317851291559759
2025-01-01 04:00:00,0.0,32.336441095899886,0.0,23.027388185082685,73.33328592276361,0.711102286775754
2025-01-01 04:10:00,0.0,26.92858308399894,0.0,23.631372373737047,69.58954254289864,1.1122162906613933
2025-01-01 04:20:00,0.0,24.796701608504325,0.0,22.20029306540001,80.0,0.5674884021525773
2025-01-01 04:30:00,0.0,27.63353162552505,1.0,22.34082230232456,47.95699357942308,3.4847407667054213
2025-01-01 04:40:00,1.0,28.19417363385185,1.0,18.23774935075488,54.260168068200116,3.437534050405911
2025-01-01 04:50:00,1.0,30.022776833958975,1.0,20.024941376308917,44.36901047563772,3.344709213391095
2025-01-01 05:00:00,0.0,27.9858174472665,0.0,24.39160494612863,58.6461649026509,0.5372179207003633
2025-01-01 05:10:00,0.0,30.641530206021372,1.0,21.66255126075556,39.54902600618169,3.541219645247345
2025-01-01 05:20:00,0.0,30.940840196681105,1.0,18.518101031858993,43.50031560451667,3.520587706569628
2025-01-01 05:30:00,0.0,28.574749803373408,0.0,24.127056921569007,56.544644468413956,0.6587462324774811
2025-01-01 05:40:00,1.0,29.724465834427537,1.0,21.52677240643013,63.81250435424303,3.1615829157891104
2025-01-01 05:50:00,0.0,29.02486858763231,0.0,23.972421116372313,49.606020395904764,0.06986894766339685
2025-01-01 06:00:00,0.0,32.14423855648599,0.0,23.163181649160233,65.56273723528336,0.776517266574674
2025-01-01 06:10:00,1.0,32.35505785955735,1.0,23.541134678868925,39.13875161844085,3.9111558830426087
2025-01-01 06:20:00,0.0,30.283147748895544,0.0,23.695497571074014,53.02583942477892,0.8170344458507037
2025-01-01 06:30:00,1.0,33.64316442706745,1.0,21.217821982346283,60.31900826795866,3.01962979088373
2025-01-01 06:40:00,0.0,30.83819963380536,0.0,25.916886092482997,63.62598740966242,0.16602189336793122
2025-01-01 06:50:00,0.0,29.116356678105404,1.0,20.80055526911224,59.87550040126558,2.7621290427140046
2025-01-01 07:00:00,0.0,32.40311638635771,0.0,25.24004863670346,73.49022692427499,0.3792968744604579
2025-01-01 07:10:00,1.0,30.20339525385394,1.0,21.253137847817346,59.791724771328454,3.4202270212857027
2025-01-01 07:20:00,0.0,32.43190836643028,1.0,22.087704203314335,53.99660140287149,3.8194224976824827
2025-01-01 07:30:00,0.0,28.09833272466362,1.0,19.531691909894853,55.837808307003,3.389231816932011
2025-01-01 07:40:00,1.0,27.36758624611429,1.0,21.251490242270552,51.885348411729964,3.6532529793599418
2025-01-01 07:50:00,0.0,31.490038370993783,1.0,23.252220614273142,40.988234455233005,3.05361891125724
2025-01-01 08:00:00,1.0,30.29189388905386,1.0,22.89371696680904,57.49725177891083,3.2314416657958303
2025-01-01 08:10:00,0.0,29.09249043516551,1.0,18.645772220269208,33.20386276147936,2.953236591712887
2025-01-01 08:20:00,0.0,28.59286258788454,0.0,25.464494028749822,76.90662680089955,1.0467896210929193
2025-01-01 08:30:00,0.0,27.510533047898978,0.0,24.47863181006154,49.86054748046964,1.2116336460916757
2025-01-01 08:40:00,1.0,26.18678806525381,1.0,19.484911214927596,60.9991386187509,3.627948029836147
2025-01-01 08:50:00,0.0,30.55531730578471,0.0,26.140893231966654,54.95187908026697,0.1093170880035162
2025-01-01 09:00:00,0.0,26.141117346227425,0.0,23.589388741290538,65.96759101580992,0.5569904838232107
2025-01-01 09:10:00,1.0,28.66607780170201,1.0,20.90089292448326,56.991077297453906,3.4360538090325696
2025-01-01 09:20:00,1.0,28.78503540229061,1.0,20.94669198983985,36.752317273544655,3.4774473754688215
2025-01-01 09:30:00,0.0,28.433833261012534,1.0,22.161508346377854,55.1926683894345,3.9319023525210595
2025-01-01 09:40:00,0.0,27.268066389693136,1.0,19.572221340206713,45.20780984991053,3.303405523207132
2025-01-01 09:50:00,0.0,25.428276799677654,0.0,26.429303803005414,64.95133334780147,0.32677433989968774
