timestamp,occupancy,hvac_status,temperature,humidity
2025-01-01 00:00:00,0,0.0,25.414448727339984,63.770916951387235
2025-01-01 00:05:00,0,0.010986206071962615,28.168759511659918,59.85862805757982
2025-01-01 00:10:00,0,0.0,25.51445915473214,59.05300356229574
2025-01-01 00:15:00,0,0.06944381515646707,23.609244624383493,55.23306967771196
2025-01-01 00:20:00,1,1.0,26.74662778862263,57.78246454591151
2025-01-01 00:25:00,0,0.06293849075156802,24.978863405186583,62.18739243266731
2025-01-01 00:30:00,0,0.0,26.29917550434124,61.011477004279485
2025-01-01 00:35:00,1,1.0,23.49757071807554,45.71973981656366
2025-01-01 00:40:00,0,0.10170260281480188,23.25556055816989,56.65035717402765
2025-01-01 00:45:00,1,0.9534176587968031,24.002769735305144,43.882188213850405
2025-01-01 00:50:00,0,0.0,24.015073297765465,68.8559942081312
2025-01-01 00:55:00,0,0.0568447247359537,27.133445141228652,66.32382650048915
2025-01-01 01:00:00,0,0.14944253156971352,23.433322630028144,57.55192290830837
2025-01-01 01:05:00,0,0.0,24.16980051098833,57.75229084738221
2025-01-01 01:10:00,1,1.0,27.36348553753738,52.85551100998239
2025-01-01 01:15:00,0,0.0,25.641381259210284,61.86329866524486
2025-01-01 01:20:00,0,0.0,24.107613178790363,63.67708593948634
2025-01-01 01:25:00,0,0.026946106794352866,26.613409312536692,52.94532063155735
2025-01-01 01:30:00,0,0.1226004423084629,22.684391741375972,56.50715070520471
2025-01-01 01:35:00,1,1.0,23.19971250900118,46.222636019285346
2025-01-01 01:40:00,1,1.0,24.109323028340327,50.216139717343104
2025-01-01 01:45:00,1,0.8924733476411499,23.766210317186854,47.61082723478987
2025-01-01 01:50:00,1,1.0,25.17971248032583,53.236920566615005
2025-01-01 01:55:00,0,0.0799787255793416,26.17646436622839,50.80600588884057
2025-01-01 02:00:00,0,0.0,25.649159379504017,56.472340963880356
2025-01-01 02:05:00,1,1.0,23.25520134650909,56.67111744866027
2025-01-01 02:10:00,0,0.0,25.756161800194338,57.831426283429344
2025-01-01 02:15:00,0,0.0,19.359586228969317,50.12170666474963
2025-01-01 02:20:00,1,1.0,24.704516748437587,45.297206808454725
2025-01-01 02:25:00,1,1.0,20.41295882793908,55.96611899503147
2025-01-01 02:30:00,1,0.830264317992279,22.524696003720297,57.84872494139491
2025-01-01 02:35:00,0,0.0,23.51321733164725,59.02184556862147
2025-01-01 02:40:00,0,0.0,24.631739040187068,59.57291786563473
2025-01-01 02:45:00,0,0.03554309412013669,25.784998246150394,55.575533413052504
2025-01-01 02:50:00,0,0.0,19.557905522432325,63.23940673483828
2025-01-01 02:55:00,0,0.1199495627935867,24.27691016648136,70.59809610031085
