timestamp,traffic_vehicles_per_hour,wind_speed_ms,temperature_c,emissions_co_ppm,emissions_pm25_ugm3,aqi,health_alert
2025-01-01 00:00:00,108.74925813219855,8.770966244241475,21.155148814448257,0.8596473513524495,13.210182928222514,71.91585921979964,0.0
2025-01-01 01:00:00,87.72248003941745,8.808103027208597,23.212494826340237,0.5316493868937752,17.42345946531638,46.6137619657706,0.0
2025-01-01 02:00:00,116.3367303154761,12.050699399040326,25.763439579674028,1.0286776911506288,21.819332942251442,59.09626724505403,0.0
2025-01-01 03:00:00,81.47499668657406,14.286511799421199,29.44234177124634,0.4614712260288499,29.276157094902374,65.35915782606462,0.0
2025-01-01 04:00:00,83.40430620157468,17.191443204420153,27.395301393142738,0.8764506886708285,21.25901421234734,75.77416439734947,0.0
2025-01-01 05:00:00,76.53397543495167,15.505386885003556,26.368011537463865,0.5359880795976405,18.68271647511057,64.24271701915667,0.0
2025-01-01 06:00:00,65.97218630548348,18.596191221416927,26.67225814600401,0.7095011427729377,6.166532671006756,67.11312149427641,0.0
2025-01-01 07:00:00,227.80812416516497,13.799641073777742,28.0580833875422,1.3232676107855466,25.822082933464873,73.47695239159656,0.0
2025-01-01 08:00:00,199.64341831505388,12.574725480970075,31.337799353752157,1.0289121137822226,25.4579779668167,62.31346750598666,0.0
2025-01-01 09:00:00,185.85171885929637,15.322495369235018,30.373383100274093,0.7761665576152401,33.34352036219592,65.11992860139274,0.0
2025-01-01 10:00:00,98.39618361671282,16.1342973064492,26.839370599967314,0.9672986369892935,25.25966332575917,46.45526096929462,0.0
2025-01-01 11:00:00,90.95538139554917,14.03407106493261,20.28479693897964,0.9114821611531249,17.423332685631365,61.99786846864146,0.0
2025-01-01 12:00:00,121.57080466796322,12.258017244509336,17.593945654731126,0.9687901172657718,28.0765537063159,70.60277497750451,0.0
2025-01-01 13:00:00,45.17811504056402,12.440019427861747,19.157251952683495,0.5170487030921853,17.270005266018003,75.50462866535304,0.0
2025-01-01 14:00:00,107.89537938329337,3.6625289913033128,15.686318850818239,1.0763178078164337,18.93573033269164,71.5367632378249,0.0
2025-01-01 15:00:00,75.54061614287463,9.220182919456846,13.023316401644419,0.6505391515920251,15.19926680246295,59.37843842791389,0.0
2025-01-01 16:00:00,83.24245631587921,2.828831358977349,11.435412507332837,0.5047647995173745,21.929746370068774,57.03493388774867,0.0
2025-01-01 17:00:00,174.5264807261996,5.402059327767784,10.421175554314168,1.0431457169166665,26.887389305047613,76.50507818677099,0.0
2025-01-01 18:00:00,193.23249371627247,7.665730113876274,12.733231659363351,1.1040585998164976,26.381091278513598,69.29412289053805,0.0
2025-01-01 19:00:00,186.64315894643335,7.904669194759514,12.250489003295465,1.1008896829838888,25.469511268845146,69.17358633542544,0.0
2025-01-01 20:00:00,81.83462374527275,4.896589039631361,8.888396548057687,0.7024382085693037,17.560183438360593,71.7146813642999,0.0
2025-01-01 21:00:00,95.58569750716147,8.615497074366074,13.262792885735173,0.5239105713263753,13.29426488672388,53.0089069520886,0.0
2025-01-01 22:00:00,84.3773158468767,2.345038000349831,13.226395343269703,0.8772771099685924,21.474612456198322,91.2143974540247,0.0
2025-01-01 23:00:00,87.22430427026114,5.689740310802274,17.736590320650183,0.8293654605000275,7.714648873057627,64.87249436878712,0.0
2025-01-02 00:00:00,126.15231836263303,5.6190539639097565,22.77805105705334,0.5283245515025876,16.022175643871975,53.378327168083835,0.0
2025-01-02 01:00:00,67.7931876789378,15.823368224178466,22.803465525289067,0.616584992657899,5.720675008493018,46.22249530407914,0.0
