timestamp,occupancy,hvac_status,temperature,humidity
2025-01-01 00:00:00,1,1.0,20.694353279623634,57.703759340870036
2025-01-01 00:05:00,0,0.11105362547868564,24.352170640574844,58.97117926345263
2025-01-01 00:10:00,0,0.10445960578575791,26.45192507375364,53.425624085588154
2025-01-01 00:15:00,0,0.0,27.38696960950457,54.776555858084535
2025-01-01 00:20:00,0,0.0012400929849948332,27.42431232220839,56.31936793879587
2025-01-01 00:25:00,0,0.0,23.786166408424503,52.24612414677491
2025-01-01 00:30:00,0,0.0,26.287624518290894,59.71009582692801
2025-01-01 00:35:00,0,0.0,25.9321064540389,65.1753630798645
2025-01-01 00:40:00,1,1.0,21.722394619925637,58.64973681443185
2025-01-01 00:45:00,1,1.0,25.411164654777735,52.91893862910073
2025-01-01 00:50:00,0,0.08909351034546108,26.565461619287067,57.59288954041395
2025-01-01 00:55:00,0,0.0,25.27471905385137,67.1111508857883
2025-01-01 01:00:00,0,0.0,21.683285008572156,59.961314498646146
2025-01-01 01:05:00,0,0.0,22.5083040310324,63.18837756313779
2025-01-01 01:10:00,1,1.0,20.583542653629603,57.2374453915118
2025-01-01 01:15:00,1,1.0,19.84225885230181,47.87173331983025
2025-01-01 01:20:00,0,0.0,28.470741835404816,57.67067952650625
2025-01-01 01:25:00,0,0.04740394684589138,27.706535464416124,63.68589178900223
2025-01-01 01:30:00,0,0.06126143529743833,22.586272624212764,63.745449239071704
2025-01-01 01:35:00,0,0.12297905991053637,23.210422604955212,55.85406499996333
2025-01-01 01:40:00,0,0.008968721408651865,23.182740441731937,62.08573749792981
2025-01-01 01:45:00,0,0.09029246642538867,24.624317110231992,53.78498793563847
2025-01-01 01:50:00,0,0.0,25.441000480590294,64.53591854369954
2025-01-01 01:55:00,1,0.9486301475688834,19.010472521300926,53.40363299999682
2025-01-01 02:00:00,0,0.0,28.189588017409918,55.98450855641951
2025-01-01 02:05:00,1,0.8338131736093365,21.422183467921602,48.55980012886321
2025-01-01 02:10:00,0,0.0,27.218102411981675,59.08364304700534
2025-01-01 02:15:00,0,0.0,27.935183991649446,59.952134586657166
2025-01-01 02:20:00,0,0.0,22.110041333244894,58.17600414308102
2025-01-01 02:25:00,0,0.0,26.679469674952195,53.456524396010735
2025-01-01 02:30:00,0,0.0,26.374916990056136,65.45282452765242
